utime,volts_0,volts_1,volts_2,battery_voltage
1731361384.295727,0.202880859375,0.211669921875,0.21240234375,11.202392578125
1731361385.300438,0.211669921875,0.21826171875,0.21826171875,11.2353515625
1731361386.313197,0.214599609375,0.221923828125,0.221923828125,11.202392578125
1731361387.337439,0.2197265625,0.227783203125,0.2255859375,11.220703125
1731361388.343263,0.2255859375,0.234375,0.232177734375,11.187744140625
1731361389.359032,0.229248046875,0.2373046875,0.236572265625,11.224365234375
1731361390.376424,0.23583984375,0.243896484375,0.24169921875,11.217041015625
1731361391.387594,0.2373046875,0.248291015625,0.243896484375,11.22802734375
1731361392.402479,0.246826171875,0.251953125,0.25048828125,11.22802734375
1731361393.41425,0.24755859375,0.25634765625,0.254150390625,11.239013671875
1731361394.424541,0.252685546875,0.261474609375,0.258544921875,11.22802734375
1731361395.440751,0.2548828125,0.26513671875,0.2607421875,11.2353515625
1731361396.435249,0.260009765625,0.270263671875,0.26513671875,11.224365234375
1731361397.467109,0.270263671875,0.2724609375,0.26953125,11.22802734375
1731361398.474455,0.26806640625,0.277587890625,0.273193359375,11.217041015625
1731361399.489179,0.270263671875,0.28125,0.2783203125,11.220703125
1731361400.504952,0.27685546875,0.284912109375,0.279052734375,11.21337890625
1731361401.516061,0.279052734375,0.28857421875,0.2841796875,11.24267578125
1731361402.530703,0.284912109375,0.29296875,0.28857421875,11.224365234375
1731361403.378105,0.2900390625,0.296630859375,0.28857421875,11.220703125
1731361479.536633,0.290771484375,0.298828125,0.29443359375,11.24267578125
1731361480.552302,0.29296875,0.3046875,0.29736328125,11.239013671875
1731361481.568061,0.292236328125,0.306884765625,0.30029296875,11.231689453125
1731361482.56641,0.3076171875,0.3076171875,0.302490234375,11.239013671875
1731361483.583984,0.3046875,0.31494140625,0.306884765625,11.03759765625
1731361484.604745,0.305419921875,0.315673828125,0.311279296875,11.2353515625
1731361485.616708,0.302490234375,0.318603515625,0.31201171875,11.220703125
1731361486.630076,0.310546875,0.32080078125,0.31494140625,11.209716796875
1731361487.637803,0.30908203125,0.3251953125,0.317138671875,11.209716796875
1731361488.659152,0.320068359375,0.32666015625,0.320068359375,11.224365234375
1731361489.669456,0.322265625,0.331787109375,0.322998046875,11.2353515625
1731361490.679712,0.322998046875,0.33251953125,0.324462890625,11.22802734375
1731361491.692076,0.32666015625,0.336181640625,0.328125,11.2353515625
1731361492.704444,0.330322265625,0.336181640625,0.330322265625,11.220703125
1731361493.716224,0.33837890625,0.339111328125,0.333984375,11.24267578125
1731361494.730151,0.3427734375,0.3427734375,0.334716796875,11.2353515625
1731361495.743511,0.3369140625,0.345703125,0.336181640625,11.220703125
1731361496.755296,0.339111328125,0.349365234375,0.337646484375,11.220703125
1731361497.771395,0.33837890625,0.35009765625,0.342041015625,11.2060546875
1731361498.783783,0.3427734375,0.355224609375,0.343505859375,11.22802734375
1731361499.799939,0.346435546875,0.355224609375,0.347900390625,11.19873046875
1731361500.812253,0.347900390625,0.357421875,0.35009765625,11.217041015625
1731361501.826021,0.353759765625,0.3603515625,0.3515625,11.2353515625
1731361502.830794,0.35302734375,0.361083984375,0.3515625,11.2353515625
1731361503.851173,0.35888671875,0.36328125,0.353759765625,11.224365234375
1731361504.864121,0.355224609375,0.36767578125,0.3544921875,11.22802734375
1731361505.875327,0.35888671875,0.36767578125,0.35888671875,11.231689453125
1731361506.891153,0.369140625,0.37060546875,0.359619140625,11.224365234375
1731361507.90547,0.359619140625,0.3720703125,0.36181640625,11.22802734375
1731361508.916,0.36328125,0.37353515625,0.362548828125,11.239013671875
1731361509.925176,0.369140625,0.374267578125,0.364013671875,11.239013671875
1731361510.943809,0.3662109375,0.374267578125,0.3662109375,11.220703125
1731361511.955914,0.372802734375,0.374267578125,0.369140625,11.202392578125
1731361512.967327,0.374267578125,0.374267578125,0.369873046875,11.19873046875
1731361513.981339,0.374267578125,0.377197265625,0.372802734375,11.209716796875
1731361514.994213,0.374267578125,0.37939453125,0.3720703125,11.19873046875
1731361516.005865,0.374267578125,0.381591796875,0.374267578125,11.16943359375
1731361517.018288,0.375,0.381591796875,0.374267578125,11.21337890625
1731361518.036711,0.377197265625,0.3837890625,0.374267578125,11.202392578125
1731361519.047809,0.387451171875,0.384521484375,0.374267578125,11.180419921875
1731361520.053547,0.38232421875,0.38671875,0.374267578125,11.1767578125
1731361521.072447,0.381591796875,0.3896484375,0.375732421875,11.165771484375
1731361522.086197,0.3837890625,0.390380859375,0.37646484375,11.195068359375
1731361523.100898,0.385986328125,0.391845703125,0.377197265625,11.19873046875
1731361524.116,0.388916015625,0.393310546875,0.37939453125,11.231689453125
1731361525.126652,0.387451171875,0.39404296875,0.37939453125,11.22802734375
1731361526.13715,0.39111328125,0.394775390625,0.38232421875,11.19140625
1731361527.154039,0.39404296875,0.396240234375,0.3837890625,11.015625
1731361528.153549,0.393310546875,0.3984375,0.38525390625,11.231689453125
1731361529.176122,0.4013671875,0.39990234375,0.387451171875,11.22802734375
1731361530.193405,0.393310546875,0.40283203125,0.38671875,11.21337890625
1731361531.205807,0.3984375,0.402099609375,0.387451171875,11.202392578125
1731361532.218071,0.402099609375,0.405029296875,0.390380859375,11.2060546875
1731361533.230347,0.3984375,0.405029296875,0.392578125,11.2060546875
1731361534.246276,0.4013671875,0.4072265625,0.392578125,11.21337890625
1731361535.258449,0.404296875,0.40576171875,0.392578125,11.220703125
1731361536.27252,0.40576171875,0.407958984375,0.394775390625,11.21337890625
1731361537.286572,0.41015625,0.41015625,0.394775390625,11.224365234375
1731361538.299314,0.407958984375,0.41162109375,0.394775390625,11.209716796875
1731361539.308194,0.41162109375,0.4130859375,0.39990234375,11.209716796875
1731361540.322623,0.41162109375,0.4130859375,0.3984375,11.224365234375
1731361541.336719,0.41455078125,0.413818359375,0.399169921875,11.202392578125
1731361542.347607,0.41015625,0.416015625,0.39990234375,11.202392578125
1731361543.358876,0.41455078125,0.41748046875,0.39990234375,11.19140625
1731361544.374951,0.4130859375,0.4189453125,0.402099609375,11.209716796875
1731361545.387127,0.424072265625,0.42041015625,0.404296875,11.19873046875
1731361546.397408,0.418212890625,0.422607421875,0.40576171875,11.21337890625
1731361547.409193,0.416015625,0.422607421875,0.4072265625,11.2060546875
1731361548.421648,0.421142578125,0.425537109375,0.405029296875,11.21337890625
1731361549.427875,0.421875,0.427734375,0.4072265625,11.220703125
1731361550.45397,0.42041015625,0.425537109375,0.40869140625,11.21337890625
1731361551.467174,0.424072265625,0.427734375,0.410888671875,11.2060546875
1731361552.476287,0.4248046875,0.429931640625,0.410888671875,11.2060546875
1731361553.490078,0.427001953125,0.428466796875,0.41162109375,11.21337890625
1731361554.506587,0.429931640625,0.427734375,0.41162109375,11.06689453125
1731361555.518685,0.435791015625,0.43212890625,0.410888671875,11.21337890625
1731361556.530832,0.429931640625,0.431396484375,0.4130859375,11.195068359375
1731361557.541038,0.43212890625,0.43212890625,0.413818359375,11.19873046875
1731361558.556918,0.429931640625,0.43359375,0.416015625,11.180419921875
1731361559.562882,0.43359375,0.43359375,0.416015625,11.19873046875
1731361560.583845,0.43505859375,0.43505859375,0.416748046875,11.187744140625
1731361561.587548,0.434326171875,0.435791015625,0.418212890625,11.220703125
1731361562.606795,0.444580078125,0.4365234375,0.418212890625,11.220703125
1731361563.622431,0.43359375,0.43798828125,0.419677734375,11.21337890625
1731361564.627718,0.43212890625,0.437255859375,0.4189453125,11.220703125
1731361565.648854,0.44677734375,0.440185546875,0.419677734375,11.21337890625
1731361566.661444,0.441650390625,0.439453125,0.421875,11.162109375
1731361567.672922,0.440185546875,0.441650390625,0.421142578125,11.195068359375
1731361568.678781,0.44091796875,0.44091796875,0.424072265625,11.195068359375
1731361569.701608,0.437255859375,0.4423828125,0.42333984375,11.195068359375
1731361570.715266,0.4453125,0.443115234375,0.425537109375,11.18408203125
1731361571.725457,0.4453125,0.44384765625,0.424072265625,11.2060546875
1731361572.739275,0.4482421875,0.446044921875,0.42626953125,11.2060546875
1731361573.751762,0.446044921875,0.444580078125,0.427734375,11.209716796875
1731361574.766293,0.4482421875,0.447509765625,0.425537109375,11.21337890625
1731361575.779546,0.444580078125,0.44677734375,0.42626953125,11.202392578125
1731361576.790468,0.451904296875,0.44677734375,0.429931640625,11.220703125
1731361577.804327,0.451171875,0.450439453125,0.428466796875,11.209716796875
1731361578.818061,0.44970703125,0.44970703125,0.42919921875,11.202392578125
1731361579.830099,0.45263671875,0.453369140625,0.4306640625,11.209716796875
1731361580.84348,0.44970703125,0.4541015625,0.429931640625,11.209716796875
1731361581.856659,0.454833984375,0.451171875,0.431396484375,11.209716796875
1731361582.860355,0.451904296875,0.45263671875,0.43212890625,11.209716796875
1731361583.87543,0.454833984375,0.451904296875,0.43359375,11.224365234375
1731361584.889779,0.453369140625,0.4541015625,0.43212890625,11.220703125
1731361585.90722,0.457763671875,0.4541015625,0.43505859375,11.2060546875
1731361586.917536,0.460693359375,0.457763671875,0.43359375,11.220703125
1731361587.934558,0.4599609375,0.454833984375,0.435791015625,11.2060546875
1731361588.947048,0.45556640625,0.45703125,0.434326171875,11.202392578125
1731361589.956212,0.462158203125,0.45703125,0.43798828125,11.2060546875
1731361590.972714,0.462890625,0.45703125,0.437255859375,10.97900390625
1731361591.98061,0.46142578125,0.459228515625,0.43798828125,11.092529296875
1731361592.998567,0.463623046875,0.4599609375,0.439453125,11.195068359375
1731361594.008949,0.4599609375,0.45849609375,0.439453125,11.202392578125
1731361595.020166,0.465087890625,0.4599609375,0.43798828125,11.187744140625
1731361596.03722,0.4658203125,0.4599609375,0.439453125,11.19140625
1731361597.044884,0.46728515625,0.46142578125,0.440185546875,11.2060546875
1731361598.064103,0.4658203125,0.46142578125,0.439453125,11.21337890625
1731361599.074453,0.466552734375,0.465087890625,0.44091796875,11.202392578125
1731361600.090275,0.466552734375,0.465087890625,0.44091796875,11.209716796875
1731361601.10306,0.46435546875,0.463623046875,0.441650390625,11.195068359375
1731361602.109916,0.46875,0.465087890625,0.441650390625,11.173095703125
1731361603.117385,0.470947265625,0.4658203125,0.443115234375,11.195068359375
1731361604.142836,0.475341796875,0.4658203125,0.44384765625,11.063232421875
1731361605.155846,0.476806640625,0.465087890625,0.44384765625,11.195068359375
1731361606.154048,0.47314453125,0.466552734375,0.44384765625,11.19140625
1731361607.17986,0.473876953125,0.46728515625,0.44384765625,11.195068359375
1731361608.194008,0.474609375,0.46728515625,0.444580078125,11.209716796875
1731361609.204129,0.46875,0.466552734375,0.446044921875,11.19873046875
1731361610.21539,0.47314453125,0.470947265625,0.4453125,11.202392578125
1731361611.228474,0.474609375,0.469482421875,0.4453125,11.195068359375
1731361612.24613,0.475341796875,0.47021484375,0.446044921875,11.180419921875
1731361613.260906,0.47607421875,0.470947265625,0.44677734375,11.195068359375
1731361614.272578,0.47900390625,0.4716796875,0.448974609375,11.195068359375
1731361615.284196,0.478271484375,0.470947265625,0.44677734375,11.18408203125
1731361616.299153,0.47900390625,0.4716796875,0.4482421875,11.2060546875
1731361617.30993,0.475341796875,0.472412109375,0.4482421875,11.202392578125
1731361618.324851,0.48193359375,0.47314453125,0.4482421875,11.209716796875
1731361619.3319,0.4775390625,0.475341796875,0.44970703125,11.209716796875
1731361620.350476,0.482666015625,0.47607421875,0.451171875,11.209716796875
1731361621.36154,0.482666015625,0.47607421875,0.44970703125,11.19873046875
1731361622.378034,0.47607421875,0.474609375,0.451904296875,11.209716796875
1731361623.387824,0.4833984375,0.474609375,0.451171875,11.19873046875
1731361624.427677,0.479736328125,0.474609375,0.44970703125,11.19873046875
1731361625.455221,0.48046875,0.47607421875,0.451904296875,11.202392578125
1731361626.462459,0.4775390625,0.47607421875,0.453369140625,11.173095703125
1731361627.475277,0.486328125,0.476806640625,0.453369140625,11.202392578125
1731361628.493969,0.486328125,0.47607421875,0.4541015625,11.202392578125
1731361629.503434,0.487060546875,0.47900390625,0.451171875,11.1767578125
1731361630.51833,0.487060546875,0.478271484375,0.453369140625,11.209716796875
1731361631.525507,0.487060546875,0.4775390625,0.45263671875,11.18408203125
1731361632.54537,0.48779296875,0.481201171875,0.4541015625,11.180419921875
1731361633.553021,0.491455078125,0.47900390625,0.453369140625,11.187744140625
1731361634.560707,0.4892578125,0.48046875,0.454833984375,11.18408203125
1731361635.580183,0.4951171875,0.48046875,0.456298828125,11.18408203125
1731361636.597338,0.4892578125,0.482666015625,0.4541015625,11.19873046875
1731361637.604923,0.489990234375,0.482666015625,0.454833984375,11.202392578125
1731361638.620768,0.4921875,0.481201171875,0.456298828125,11.195068359375
1731361639.631836,0.487060546875,0.48193359375,0.457763671875,11.187744140625
